energy_100g,fat_100g,saturated_fat_100g,trans_fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,vitamin_a_100g,vitamin_c_100g,calcium_100g,iron_100g
1104.649332,10.050311,2.633584,0.000224,0.000099,33.946709,13.126395,1.040385,8.654934,1.006179,0.396144,0.000001,0.000098,0.001914,0.000046
460.322542,2.59062,0.759175,0.00011,0.000052,17.909865,9.286029,0.594164,3.3354,0.310369,0.122193,0.000002,0.000713,0.008867,0.00002
