energy_100g,fat_100g,saturated_fat_100g,trans_fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,vitamin_a_100g,vitamin_c_100g,calcium_100g,iron_100g
1171.069589,11.453325,2.987693,0.000221,0.000107,34.189583,13.461072,1.021992,9.220482,1.107082,0.435872,0.000001,0.000076,0.001621,0.000047
464.859288,2.277332,0.675062,0.00012,0.000049,18.86504,9.207267,0.647408,3.353802,0.299234,0.117809,0.000002,0.000659,0.008241,0.00002
